product_code,description,cost_price,selling_price,markup_percent,vendor_name,category
20NKS-00-000000-IMPRO,"Signo20 - Standard Profile Mullion Mount - Wide variety of contactless low and high frequency credentials, plus HID Mobile Access® Mobile IDs via NFC and/or Bluetooth Smart. Pigtail version.  Terminal strip available as well.  Proximity support.",3463.71,5022.38,45,Sensor Security,IMPRO
20KNKS-01-000000-IMPRO,"Signo20K - Seos Profile Mullion Mount with keypad (2x6) - Seos high frequency credentials, plus HID Mobile Access® Mobile IDs via NFC and/or Bluetooth Smart.  Pigtail version.  Terminal strip available as well.",6644.33,9634.28,45,Sensor Security,IMPRO
20KNKS-02-000000-IMPRO,"Signo20K - Smart Profile Mullion Mount with keypad (2x6) - Wide variety of contactless high frequency credentials, plus HID Mobile Access® Mobile IDs via NFC and/or Bluetooth Smart.  Pigtail version.  Terminal strip available as well.",7198.02,10437.13,45,Sensor Security,IMPRO
20KNKS-00-000000-IMPRO,"Signo20K - Standard Profile Mullion Mount with keypad (2x6) - Wide variety of contactless low and high frequency credentials, plus HID Mobile Access® Mobile IDs via NFC and/or Bluetooth Smart.  Pigtail version.  Terminal strip available as well.  Proximity support.",7751.72,11239.99,45,Sensor Security,IMPRO
25BNKS-10-000000-IMPRO,"Signo Biometric Reader/Controller.  Multi-spectral biometric sensor.  Mullion Mount.  Wide variety of contactless high frequency credentials, plus HID Mobile Access® Mobile IDs via NFC and/or Bluetooth Smart. For use with Access Portal only.",11234.75,16290.39,45,Sensor Security,IMPRO
VL35LF-000-0000-IMPRO,HID Amico™ Biometric Facial Recognition Reader 10k User,14270.45,20692.15,45,Sensor Security,IMPRO
VL35LF-E00-0000-IMPRO,HID Amico™ Biometric Facial Recognition Reader 10k User - Elite Key,14270.45,20692.15,45,Sensor Security,IMPRO
SIGNO-B-USB-IMPRO,"HID SIGNO™ Single Finger Biometric Reader, Multispectral Imaging Technology, USB Desktop Reader, match on host, IP52",2515.32,3647.21,45,Sensor Security,IMPRO
R54270101(IMPRO),OMNIKEY 5427 CK Gen2  - USB2.0 with removable retainer.  Native CCID and keyboard emulation reader.  Dual Frequency support (13.56MHz & 125kHz) Optional Mounting accessories.  Dev Tool kit available.  Please enquire for volume pricing.,4280.94,6207.36,45,Sensor Security,IMPRO
AP-H100B8R-EU,"Aperio H100 Handle - Right Hand
V3 BLE | Satin Chrome Finish
Suitable for doors between 35-80mm Thick
Minimum Backset required: 30mm
8mm square spindle and 3V CR123A Battery included",5189.17,7524.3,45,Sensor Security,IMPRO
AP-H100B8L-EU,"Aperio H100 Handle - Left Hand
V3 BLE | Satin Chrome Finish
Suitable for doors between 35-80mm Thick
Minimum Backset required: 30mm
8mm square spindle and 3V CR123A Battery included",5189.17,7524.3,45,Sensor Security,IMPRO
AH100-010,H100 USB Adaptor,587.12,851.32,45,Sensor Security,IMPRO
505201C0-0001,"Aperio C100, Euro Profile Double Cylinder | Length 30/30mm
V3 Single Electronic Reader High Frequency, NFC & BLE
CR2 Battery included",6631.55,9615.75,45,Sensor Security,IMPRO
50520190-1101,"Aperio C100, Euro Profile Double Cylinder | Length 35/35mm
V3 Single Electronic Reader High Frequency & NFC
CR2 Battery included
- While stocks last",6424.6,9315.67,45,Sensor Security,IMPRO
503201C0-0001,"Aperio C100, Euro Profile Double Cylinder | Length 30/30mm
V3 Double Electronic Reader High Frequency, NFC
CR2 Battery included",11450.0,16602.5,45,Sensor Security,IMPRO
50320190-1101,"Aperio C100, Euro Profile Double Cylinder | Length 35/35mm
V3 Double Electronic Reader High Frequency & NFC
CR2 Battery included
- While stocks last",11692.95,16954.78,45,Sensor Security,IMPRO
507201C0-0-01,"Aperio C100, Euro Profile Single Cylinder | Length 30mm
V3 Single Electronic Reader High Frequency, NFC + BLE
CR2 Battery included",6163.66,8937.31,45,Sensor Security,IMPRO
507201C0-1-01,"Aperio C100, Euro Profile Single Cylinder | Length 35mm
V3 Single Electronic Reader High Frequency, NFC + BLE
CR2 Battery included",6280.63,9106.91,45,Sensor Security,IMPRO
5001-1C8A17212,"Aperio E100, Without ComHub, Euro Profile, 40-50 mm, High Frequency Reader Only, 8mm Spindle, 85mm Centre, U Shape handle, Double Piercing",5880.22,8526.32,45,Sensor Security,IMPRO
5001-3C8A17212,"Aperio E100, Without ComHub, Euro Profile, 40-50 mm, High Frequency Keypad Reader, 8mm Spindle, 85mm Centre, U Shape handle, Double Piercing",6937.49,10059.36,45,Sensor Security,IMPRO
5001-1C8K17212,"Aperio E100 Premium, Without ComHub, Euro Profile, 40-45 mm, High Frequency Keypad Reader, 8mm Spindle, 85mm Centre, U Shape handle, Double Piercing",10307.34,14945.64,45,Sensor Security,IMPRO
AL560-501150,"Aperio L100 with RF-ID Reader and Keypad (HF)
Includes AL560 lock case for wooden doors 55mm backset
Integrated sensors (monitoring) for bolt, door position and mechanical override
Includes 2 x AA Lithium AA FR6 batteries
Strike plate, spindle and handles to be supplied separately",16241.46,23550.12,45,Sensor Security,IMPRO
AL560-500150,"Aperio L100 with RF-ID Reader (HF)
Includes AL560 lock case for wooden doors 55mm backset
Integrated sensors (monitoring) for bolt, door position and mechanical override
Includes 2 x AA Lithium AA FR6 batteries
Strike plate, spindle and handles to be supplied separately",14785.58,21439.09,45,Sensor Security,IMPRO
P100B-100,"Aperio P100 V3 NFC Wireless Padlock
IP 66 Weather Resistant | 1 x CR2 Battery Included
Body: 111.1 x 53.5mm (H x W)
Shackle: 63.3 x 39.5 x 8.7mm (H x W x Diameter)",11199.36,16239.07,45,Sensor Security,IMPRO
AH30-RS485-G5,"Aperio Communication Hub - RS485 (Gen 5)
Can connect up to 16 x Aperio Readers (Wireless Range ± 25m)
8-24VDC (power supply not included)",2493.81,3616.02,45,Sensor Security,IMPRO
AH40-IP-G5,"Aperio Communication Hub - IP (Gen 5)
Can connect up to 64 x Aperio Readers (Wireless Range ± 25m)
8-24VDC or PoE (Power over Ethernet)",4544.46,6589.47,45,Sensor Security,IMPRO
500ZB-RD-USB-00,"Aperio USB Radio Dongle Only - Used to pair and configure Aperio locks and Hubs with encryption key
Required for every new Aperio installation - ASSA ABLOY to provide encryption key and software",3602.36,5223.42,45,Sensor Security,IMPRO
88128LE1,"CODE HANDLE L-HAND 8MM SPINDLE
For European DIN Standard Lock Cases
9 User Codes (4-6 Digits) | 1 Master Code (6 Digits)
Battery operated (2 x CR2 3V Lithium batteries)
Suitable for doors 35 - 80mm thick
Zinc-diecast and stainless steel",3034.93,4400.65,45,Sensor Security,IMPRO
88128RE1,"CODE HANDLE R-HAND 8MM SPINDLE
For European DIN Standard Lock Cases
9 User Codes (4-6 Digits) | 1 Master Code (6 Digits)
Battery operated (2 x CR2 3V Lithium batteries)
Suitable for doors 35 - 80mm thick
Zinc-diecast and stainless steel",3034.93,4400.65,45,Sensor Security,IMPRO
493310000000,"AA CABINET LOCK PIN 16mm
Cam not included - use Part Number: L050740 (40mm long flat cam)",2266.77,3286.82,45,Sensor Security,IMPRO
493311000000,"AA CABINET LOCK PIN 22mm
Cam not included - use Part Number: L050740 (40mm long flat cam)",2266.77,3286.82,45,Sensor Security,IMPRO
493340000000,"AA CABINET LOCK SENSE 16mm
Cam not included - use Part Number: L050740 (40mm long flat cam)",2640.46,3828.67,45,Sensor Security,IMPRO
493341000000,"AA CABINET LOCK SENSE 22mm
Cam not included - use Part Number: L050740 (40mm long flat cam)",2640.46,3828.67,45,Sensor Security,IMPRO
493390000000,AA CABINET LOCK RUBBER GASKET,155.95,226.13,45,Sensor Security,IMPRO
493273010000,AA MIFARE TAG MIFARE 10PACK BL,737.73,1069.71,45,Sensor Security,IMPRO
493265010000,AA MIFARE CARD MIFARE 10 PACK,632.48,917.1,45,Sensor Security,IMPRO
493261010000,AA MIFARE Wristband 152mm 10PK,737.73,1069.71,45,Sensor Security,IMPRO
493262010000,AA MIFARE Wristband 180mm 10PK,737.73,1069.71,45,Sensor Security,IMPRO
493263010000,AA MIFARE Wristband 195mm 10PK,737.73,1069.71,45,Sensor Security,IMPRO
WS-XL01-i3,"Operator Work Station Access Control - i3 CPU - 16GB RAM - 
256GB SSD, - 3 Year Fetch; Repair and Return warranty in SA - MICROSOFT WINDOWS 11 PRO - mouse/kbd -",15151.76,21970.05,45,Sensor Security,IMPRO
Intel-Server,Dell Rackmount Xeon Server for HikCentral,65476.19,94940.48,45,Sensor Security,Accessories
INTEL-SERVER-i7,"HikCentral i7 VMS server, rackmount chassis, 32GB RAM, quad display output. 32ch-256ch site, maximum 2 operator connections",36148.81,52415.77,45,Sensor Security,Accessories
310818702,HikCentral 1U server pre-licensed for 64 video channels,96123.05,139378.42,45,Sensor Security,Accessories
310818701,HikCentral 1U server pre-licensed for 300 video channels,176196.57,255485.03,45,Sensor Security,Accessories
WS-XL04-i5,"Quad HDMI output operator workstation. i5, 16GB RAM, 512GB SSD, Nvidia RTX 3050 video card.",25855.95,37491.13,45,Sensor Security,Accessories
WS-XL04-i7,"Quad HDMI output operator workstation. I7, 16GB RAM, 512GB SSD, RTX 3050 Nvidia video card",28915.48,41927.45,45,Sensor Security,Accessories
HDD-WD-1TB_C,"Western Digital Surveillance, 1 TB 3.5"" SATA Hard Drive",1062.04,1539.96,45,Sensor Security,Accessories
HDD-WD-2TB_C,"Western Digital Surveillance, 2 TB 3.5"" SATA Hard Drive",1352.6,1961.27,45,Sensor Security,Accessories
HDD-WD-4TB_C,"Western Digital Surveillance, 4 TB 3.5"" SATA Hard Drive",1997.77,2896.77,45,Sensor Security,Accessories
HDD-WD-6TB_C,"Western Digital Surveillance, 6 TB 3.5"" SATA Hard Drive",3180.71,4612.03,45,Sensor Security,Accessories
HDD-WD-8TB_C,"Western Digital Surveillance, 8 TB 3.5"" SATA Hard Drive",4158.62,6030.0,45,Sensor Security,Accessories
HDD-WD-10TB_C,"Western Digital Surveillance 10TB 3.5"" SATA Hard Drive",5787.78,8392.28,45,Sensor Security,Accessories
HDD-WD-16TB Ultrastar,"Western Digital Surveillance/Enterprise 16TB 3.5"" SATA Hard Drive",7370.0,10686.5,45,Sensor Security,Accessories
HS-TF-L2/32G/P,Hikvision 32GB surveillance SD card *2-year warranty,105.43,152.87,45,Sensor Security,Accessories
SDSQQNR-064G-GN6IA,Sandisk 64GB high endurance microSD,173.81,252.02,45,Sensor Security,Accessories
SDSQQNR-128G-GN6IA,Sandisk 128GB high endurance microSD,267.86,388.4,45,Sensor Security,Accessories
SDSQQNR-512G-GN6IA,Sandisk 512GB high endurance microSD,357.14,517.85,45,Sensor Security,Accessories
Mecer Display 24,"24"" full HD display **Excludes power cord AA009**",2023.81,2934.52,45,Sensor Security,Accessories
Mecer Display 32,"32"" HD Ready display",2620.33,3799.48,45,Sensor Security,Accessories
Mecer Display 43,"43"" Full HD display",4333.33,6283.33,45,Sensor Security,Accessories
Mecer Display 55,"55"" 4K display",8035.71,11651.78,45,Sensor Security,Accessories
317500556,"Hikvision 18.5"" monitor HDMI/VGA inputs 12VDC (includes PSU)",1210.69,1755.5,45,Sensor Security,Accessories
317500472,"Hikvision 21.5"" 1080p monitor HDMI/VGA",1922.62,2787.8,45,Sensor Security,Accessories
CX-HDMI-3M-PVC-2.0,3M HDMI V2.0 cable,44.05,63.87,45,Sensor Security,Accessories
CX-HDMI-5M-PVC-2.0,5M HDMI V2.0 cable,77.38,112.2,45,Sensor Security,Accessories
CX-HDMI-10M-PVC-2.0,10M HDMI V2.0 cable,98.81,143.27,45,Sensor Security,Accessories
CX-HDMI-15M-PVC-2.0,15M HDMI V2.0 cable,154.76,224.4,45,Sensor Security,Accessories
CX-HDMI-20M-PVC-2.0,20M HDMI V2.0 cable,172.62,250.3,45,Sensor Security,Accessories
CX-BRACKET-14FM,"19-24"" monitor bracket",60.69,88.0,45,Sensor Security,Accessories
MON-BRACKET-4,"Wall Mount Swivel Bracket. 23"" - 42"" Monitor, Tilt, 90° Swivel, 15Kg, 2 Arm",355.95,516.13,45,Sensor Security,Accessories
MON-BRACKET-3,"Wall Mount Swivel Bracket. 23"" - 42"" Monitor, Tilt, 90° Swivel, 15Kg, 2 Arm",355.95,516.13,45,Sensor Security,Accessories
CX-HDMI-EXTEND-60M-2,60m 1080p HDMI extender,232.14,336.6,45,Sensor Security,Accessories
CX-HDMI-EXTEND-120M-2,120m 4K HDMI extender,671.43,973.57,45,Sensor Security,Accessories
CX-HDMI-EXTEND-KVM-60,60m 1080p HDMI KVM extender,321.43,466.07,45,Sensor Security,Accessories
CX-HDMI-EXTEND-KVM-120,120m 4k HDMI KVM extender,744.05,1078.87,45,Sensor Security,Accessories
CX-HDMI-SPLITTER-4,4-port HDMI splitter,285.71,414.28,45,Sensor Security,Accessories
303501171,10 port HDMI decoder for video walls,29091.86,42183.2,45,Sensor Security,Accessories
303501173,16 port HDMI decoder for video walls,41838.12,60665.27,45,Sensor Security,Accessories
304901235,Hikvision 4ch 4A CCTV PSU,138.11,200.26,45,Sensor Security,Accessories
304901236,Hikvision 8ch 5A CCTV PSU,184.62,267.7,45,Sensor Security,Accessories
304901289,Hikvision 16ch 8A CCTV PSU,221.11,320.61,45,Sensor Security,Accessories
GS1205DT-SA,Power Supply 12 Volt 5 Amp Desktop Adapter,138.9,201.41,45,Sensor Security,Accessories
GS1210-9CH,9-Channel 10Amp Power Supply.,439.35,637.06,45,Sensor Security,Accessories
ZTP1205B-9CH,9ch 5A CCTV PSU  12VDC  Metal housing with camlock  Supports up to 18Ah LiPo/Lead-acid/gel batteries,629.76,913.15,45,Sensor Security,Accessories
GS1220-18CH_x000D_,18-Channel 20 Amp 12VDC PTC Power Supply,672.61,975.28,45,Sensor Security,Accessories
PCS-300-18M_C,18-Channel 25 Amp 12VDC PTC Power Supply,718.61,1041.98,45,Sensor Security,Accessories
DS-UPS1000/SA,Hikvision 1KVA UPS,751.61,1089.83,45,Sensor Security,Accessories
DS-UPS2000/SA,Hikvision 2KVA UPS,1908.86,2767.85,45,Sensor Security,Accessories
DS-UPS3000/SA,Hikvision 3KVA UPS,3064.29,4443.22,45,Sensor Security,Accessories
RG59&P-E/100,RG59 Co-Axial 75ohm with 0.5mm 2 Pair Cable. Black; 100 meters; High grade,501.49,727.16,45,Sensor Security,Accessories
RG59&P-E/300,RG59 Co-Axial 75ohm with 0.5mm 2 Pair Cable. Black; 300 meters; High grade,1507.14,2185.35,45,Sensor Security,Accessories
RG59&P-E/500,RG59 Co-Axial 75ohm with 0.5mm 2 Pair Cable. Black; 500 meters; High grade,2513.52,3644.6,45,Sensor Security,Accessories
307400069,Hikvision 305m CAT5 - Copper,1634.35,2369.81,45,Sensor Security,Accessories
307400043,Hikvision 305m CAT6 - Copper,2665.74,3865.32,45,Sensor Security,Accessories
UTP4/C5E/100,UTP 4 Pair CAT 5 Solid Grey Network Cable. 100 meters; Copper clad aluminium,211.9,307.25,45,Sensor Security,Accessories
UTP4/C5E/305,UTP 4 Pair CAT 5 Solid Grey Network Cable. 305 meters; Copper clad aluminium,646.51,937.44,45,Sensor Security,Accessories
CAT5U-100,CAT 5E Outdoor Cable. 100 meters pull box; Solid core; CCA UV protected SF/TP; Foil; Braiding,439.29,636.97,45,Sensor Security,Accessories
CAT5U-305,CAT 5E Outdoor Cable. 305 meters pull box; Solid core; CCA UV protected SF/TP; Foil; Braiding,1034.52,1500.05,45,Sensor Security,Accessories
CAT6-100-U,"CAT 6 Outdoor Cable. 100m pull box; Solid core, Black, CCA UV protected SF/UTP; Foil; Braiding",428.44,621.24,45,Sensor Security,Accessories
CAT6-305-U,CAT 6 Outdoor Cable. 305m roll; Solid core; Black; CCA UV protected SF/UTP; Foil; Braiding,1322.62,1917.8,45,Sensor Security,Accessories
CX-RJ45-WALL-CAT5,CAT5 RJ45 WALL MOUNTED BOX - SINGLE,27.38,39.7,45,Sensor Security,Accessories
CX-RJ45-WALL-CAT6,CAT6 RJ45 WALL MOUNTED BOX - SINGLE,29.76,43.15,45,Sensor Security,Accessories
CX-PATCH-CABLE-1M-CAT5,PATCH CABLE CAT5 UTP 1M,16.67,24.17,45,Sensor Security,Accessories
CX-PATCH-CABLE-2M-CAT5,PATCH CABLE CAT5 UTP 2M,22.62,32.8,45,Sensor Security,Accessories
CX-PATCH-CABLE-1M-CAT6,PATCH CABLE CAT6 UTP 1M,14.5,21.02,45,Sensor Security,Accessories
CX-PATCH-CABLE-2M-CAT6,PATCH CABLE CAT6 UTP 2M,21.43,31.07,45,Sensor Security,Accessories
CX-MYLAR-0.22-100,MYLAR CABLE - 0.22 - 4 PAIR - 100M,928.57,1346.43,45,Sensor Security,Accessories
CX-BNC-ECO,"BNC Connector, 6mm crimp plug",2.54,3.68,45,Sensor Security,Accessories
BNC914,BNC Barrel In-line F/F Adaptor (joiner),4.51,6.54,45,Sensor Security,Accessories
W/BOOTS,BNC Weather-boots for 6mm crimp type BNC,2.32,3.36,45,Sensor Security,Accessories
CX-RJ45C-CAT5E,RJ45 Connector Cat5e - UTP,0.71,1.03,45,Sensor Security,Accessories
CX-RJ45B-CAT5E,RJ45 Boot - CAT5e,0.71,1.03,45,Sensor Security,Accessories
CX-RJ45C-CAT6,RJ45 Connector Cat6 - UTP,0.71,1.03,45,Sensor Security,Accessories
CX-RJ45B-CAT6,RJ45 Boot - CAT6,0.71,1.03,45,Sensor Security,Accessories
CX-RJ45-CAT5-THROUGH,Cat5 Pass-through connector,0.95,1.38,45,Sensor Security,Accessories
CX-RJ45-CAT6-THROUGH,Cat6 Pass-through connector,1.07,1.55,45,Sensor Security,Accessories
CX-DC-JACK-NOLEAD-F,Connector Female DC Jack with Terminals,2.74,3.97,45,Sensor Security,Accessories
CX-DC-JACK-NOLEAD-M,Connector Male DC Jack with Terminals,2.74,3.97,45,Sensor Security,Accessories
CN04-3,DC Plug - Connector with Lead,4.63,6.71,45,Sensor Security,Accessories
PV-207,"1 CH HD Video Balun, TVI/CVI/AHD/CVBS. (Sold per pair)",34.76,50.4,45,Sensor Security,Accessories
CX-BALUN-P,HD Balun with 12VDC power inputoutput - Pair,36.33,52.68,45,Sensor Security,Accessories
12-00974,"Clearline Gigabit Single Port RJ45 Protector. Protects fast gigabit Ethernet LAN equipment such as hubs, switches and network interface cards from induced lightning and electrostatic discharge; Indoor or outdoor use inside a weatherproof enclosure.",475.0,688.75,45,Sensor Security,Accessories
CX-CRIMPER-RG59,RG59 crimp tool,142.86,207.15,45,Sensor Security,Accessories
CX-CRIMPER-RJ45,RJ45 crimp tool,142.86,207.15,45,Sensor Security,Accessories
POS-TEXT-OL-4 with Hardware,"POS Overlay software installation and setup for POS Overlay Software - Installation, setup and once off licence fee for 4 cameras. Overlay and data from any source (Point of sale systems, scales, weighbridges, scanners etc.",8678.57,12583.93,45,Sensor Security,Accessories
POS-TEXT-OL-8 with Hardware,"POS Overlay software installation and setup for POS Overlay Software - Installation, setup and once off licence fee for 8 cameras. Overlay and data from any source (Point of sale systems, scales, weighbridges, scanners etc.",10863.1,15751.5,45,Sensor Security,Accessories
POS-TEXT-OL-16 with Hardware,"POS Overlay Software - Installation, setup and once off licence fee for 16 cameras. Overlay and data from any source (Point of sale systems, scales, weighbridges, scanners etc.); Overlay from any type of source data (Raw data, XML, HTML, Database entries etc.); Fully customizable; Event generation as per requirements of client (Send email on Void, generate report on set data, etc.)",17166.67,24891.67,45,Sensor Security,Accessories
POS-TEXT-OL-16 with Hardware,"POS Overlay Software - Installation, setup and once off licence fee for 32 cameras. Overlay and data from any source (Point of sale systems, scales, weighbridges, scanners etc.); Overlay from any type of source data (Raw data, XML, HTML, Database entries etc.); Fully customizable; Event generation as per requirements of client (Send email on Void, generate report on set data, etc.)",25071.43,36353.57,45,Sensor Security,Accessories
ALL-040-958,Allbro Camera-Nest. Mounts most camera; Types with a foot size of up to D:90mm; Easy to install; IP66,47.3,68.58,45,Sensor Security,Accessories
ALL-040-977,Allbro Camera-Nest. Mounts most camera; Types with a foot size of up to D:110mm; Easy to install; IP66,53.96,78.24,45,Sensor Security,Accessories
ENC-CA4,"Universal Camera Mount Enclosure 112 x 112 x 52mm, 20 or 25mm knockouts, ABS, White",34.52,50.05,45,Sensor Security,Accessories
ENC-CA5,"Universal Camera Mount Enclosure 168 x 168 x 48mm, 20 & 25mm knockouts, ABS, White",53.48,77.55,45,Sensor Security,Accessories
G-MAX7,7Ah Lead Acid battery,141.67,205.42,45,Sensor Security,Accessories
G-MAX 8 GEL,8Ah Gel battery,208.33,302.08,45,Sensor Security,Accessories
EPS1218 DC GEL,18Ah Gel battery,475.0,688.75,45,Sensor Security,Accessories
LFP-XTREME 8,"Lithium Iron Phosphate(LiFePO4) Battery, 12.8V, 8ah, 102Wh - 6000 Cycles @ 80% DOD - Grade A1  FIRST LIFE Lithium Cells - 3 Year Warranty",472.38,684.95,45,Sensor Security,Accessories
LFP-XTREME 20,"Lithium Iron Phosphate(LiFePO4) Battery, 12.8V, 20ah, 256Wh - 6000 Cycles @ 80% DOD - Grade A1  FIRST LIFE Lithium Cells - 3 Year Warranty",1065.48,1544.95,45,Sensor Security,Accessories
LFP-XTREME 50,"Lithium Iron Phosphate(LiFePO4) Battery, 12.8V, 50ah, 640Wh - 6000 Cycles @ 80% DOD - Grade A1  FIRST LIFE Lithium Cells - 3 Year Warranty",2797.62,4056.55,45,Sensor Security,Accessories
LFP-XTREME 100 BT,"Lithium Iron Phosphate(LiFePO4) Battery, 12.8V, 100ah,1280Wh. - 6000 Cycles @ 80% DOD - Grade A1  FIRST LIFE Lithium Cells - 3 Year Warranty",4339.0,6291.55,45,Sensor Security,Accessories
LFP-XTREME 100-24,"Lithium Iron Phosphate(LiFePO4) Battery, 25.6V, 100ah,2560Wh - 6000 Cycles @ 80% DOD - Grade A1  FIRST LIFE Lithium Cells - 3 Year Warranty",11439.55,16587.35,45,Sensor Security,Accessories
ALL-004,Allbrox 4 enclosure (400X300X200),1130.95,1639.88,45,Sensor Security,Allbro
ALL-004/D,Allbrox 4 deep enclosure (400X300X280),1223.3,1773.78,45,Sensor Security,Allbro
ALL-005,Allbrox 5 enclosure (500X350X200),1407.67,2041.12,45,Sensor Security,Allbro
ALL-006,Allbrox 6 enclosure (600X400X200),1711.01,2480.96,45,Sensor Security,Allbro
ALL-006/D,Allbrox 6 deep enclosure  (600X400X250),1946.43,2822.32,45,Sensor Security,Allbro
ALL-018-088,Allbrox® 4/4D pole mount bracket,153.57,222.68,45,Sensor Security,Allbro
ALL-018-089,Allbrox® 5 pole mount bracket,160.71,233.03,45,Sensor Security,Allbro
ALL-018-090,Allbrox® 6 pole mount bracket,165.48,239.95,45,Sensor Security,Allbro
ALL-018-103,Allbrox® 6.5 Portrait pole mount bracket,553.57,802.68,45,Sensor Security,Allbro
VAC2000RF,Virdi AC2000RF Biometric Reader. 1 500 FP Users (3 000 FP Temp); Max 1 500 users; LED; RFID Card Reader; B/Tooth; No Keypad; No Screen; 100 000 Log,5302.98,7689.32,45,Sensor Security,Virdi
VAC2000HRF,Virdi AC2000HRF Biometric Reader. 5000 FP Users (10 000 FP Temp); Max 5 000 users; LED; RFID Card Reader; B/Tooth; No Keypad; No Screen; 100 000 Log,6322.62,9167.8,45,Sensor Security,Virdi
VAC2100PRF,"Virdi AC2100PRF Plus Biometric Reader. 1 500 FP Users (3 000 FP Temp), Max 1 500 user, LED, LCD Screen, RFID Card Reader, 4 Function Key, No B/Tooth, 100 000 Log",5813.1,8429.0,45,Sensor Security,Virdi
VAC2200HRF,Virdi AC2200RF Biometric Reader. 5 000 FP Users (10 000 FP Temp); Max 5 000 user; LED; LCD Screen; RFID Card Reader; 4 Function Key; B/Tooth; Camera; 100 000 Log,8872.02,12864.43,45,Sensor Security,Virdi
VAC5100RF,"Virdi AC5100RF Biometric Reader.  10 000 FP Users; (20 000 FP Templates); Max 20 000 Users; Advised 1:N 7000 users; 60 000 Log; RFID Card Reader; 2,8"" Colour Screen; Capacitance Keypad; IP65; Camera; BLE - Mobile Key Support; No PoE",11761.31,17053.9,45,Sensor Security,Virdi
VKL100S,"Virdi KL100S, Standalone Door Lock with Mechanical Key. Keypad; Mifare Card Reader; B/tooth Mobile Key Solution; Including Cylindrical Mortise Lock.",3127.98,4535.57,45,Sensor Security,Virdi
VBLC015,Virdi BLC015 Battery Lock Controller. Secure Lock Control & Battery Charger; RS485 & Wiegand; Relay for lock; Battery charge circuit; PBT Input; Can power 2 Verdi Terminal & 1 Lock; Requires Battery & ACC150,1019.64,1478.48,45,Sensor Security,Virdi
VBLC015-K2,"Virdi BLC015, Battery Lock Controller in Metal Box. Secure Lock Control & Battery Charger; RS485 & Wiegand; Relay for lock; Battery charge circuit; PBT Input; Can power 2 Verdi Terminal & 1 Lock; Requires Battery & ACC150",1568.45,2274.25,45,Sensor Security,Virdi
VACC150,Virdi Switch Mode PSU for use with BLC015. 12V 2.5A,94.05,136.37,45,Sensor Security,Virdi
VACC4200,Virdi Secure Relay & Timer Circuit for all Access Control Units. 26bit Wiegand Interface,327.38,474.7,45,Sensor Security,Virdi
ACC200,"Virdi Vertical Mounting Bracket with Side Panel. 316 S/S for AC2x00, For Brick Walls",613.69,889.85,45,Sensor Security,Virdi
ACC202,Virdi Vandal Resistant Enclosure. 316 S/S for AC2000,1504.17,2181.05,45,Sensor Security,Virdi
VACC210,"Virdi Vertical Robust Enclosure. 316 S/S, shroud, for Old AC2100/2100H & AC5000 Range",1311.31,1901.4,45,Sensor Security,Virdi
VACC240,Virdi Vandal Resistant Enclosure / Prison Enclosure for AC5000. 316 S/S,2933.93,4254.2,45,Sensor Security,Virdi
VACC300,ISO RFID Proximity Card. 125KHz EM4100. MOQ 10,18.45,26.75,45,Sensor Security,Virdi
VACC310,RFID Key fob. 125KHz EM4100. MOQ 10,22.12,32.07,45,Sensor Security,Virdi
ACC340,"Dual RFID Combo Card. (125KHz) / Mifare (13,56MHz). MOQ 10",27.98,40.57,45,Sensor Security,Virdi
ACC370,"Dual RFID Combo Key fob. (125KHz) / Mifare (13,56MHz) Combo Key fob. MOQ",29.17,42.3,45,Sensor Security,Virdi
VACC380,ViRDI Mobile Key - Reusable and Valid for 3 Years,33.33,48.33,45,Sensor Security,Virdi
VFOH02RF,Virdi FOH02RF USB Take-on Reader. USB Enrolment Reader for Virdi UNIS; RFID Reader Included,3462.5,5020.62,45,Sensor Security,Virdi
VFOH02SC,Virdi FOH02SC USB Take-on Reader. USB Enrolment Reader for Virdi UNIS; Mifare Reader Included,3632.74,5267.47,45,Sensor Security,Virdi
VUNIS-STD,Virdi UNIS V4 Software. Access Control for MCP-040 Controllers; Facial & Fingerprint; Mobile Card; Device & Alarm Management; GPS overlay V-Term; Req W10 OS; MS Access or MS SQL Express or MS SQL; Including 1 Hour Tel/TV10Support,2383.93,3456.7,45,Sensor Security,Virdi
VUNIS-PAYTRANS,Virdi Payroll Translator from UNIWORK T&A to VIP/Sage/Pastel Payroll. Including 1 Hour Tel/TV10 Configuration support from Virdi; Custom payroll integration on ad hoc basis.,1129.17,1637.3,45,Sensor Security,Virdi
VUNIS-INOUT,Virdi UNIS In/Out Board Software for Receptionist Environment. Evac Lists; Including 1/2 Hour Tel/TV10 Configuration Support,752.98,1091.82,45,Sensor Security,Virdi
VBIOSEAL-VK1,"Virdi Bioseal USB Handheld Fingerprint Scanner + Virtual Terminal App for Android Smartphones/Tablets + Bioseal USB Handheld Fingerprint Scanner. 1 000 users. FP or PIN & FP only. Ideal For field based T&A with GPS Location, Mustering Points (OHS) & as a Backup Terminal. Requires Smartphone with minimum Android V4.0 and OTG support. Includes OTG cable, excludes Smartphone.",2916.67,4229.17,45,Sensor Security,Virdi
