product_code,description,cost_price,selling_price,markup_percent,vendor_name,category
DS-2CE16D0T-EXIPF(2.8MM)_C,"Hikvision Turbo HD 2MP bullet, 2.8mm lens, 20m IR, 12VDC",178.57,258.93,45,Sensor Security,Surveillance
DS-2CE16D0T-LPFS 2.8MM,"Hikvision Turbo HD 2MP bullet, 2.8mm lens, 20m hybrid IR/white light microphone 12VDC",322.62,467.8,45,Sensor Security,Surveillance
DS-2CE16D0T-LFS 2.8MM,Hikvision Turbo HD hybrid 2MP bullet  2.8mm lens 20m hybrid IR/white light microphone 12VDC,345.24,500.6,45,Sensor Security,Surveillance
DS-2CE16D0T-LFS 3.6MM,Hikvision Turbo HD hybrid 2MP bullet 3.6mm lens 20m hybrid IR/white light microphone 12VDC,336.9,488.5,45,Sensor Security,Surveillance
DS-2CE16D0T-LPXTS 2.8MM,"Hikvision Turbo HD 2MP bullet, 2.8mm lens, 20m hybrid light, microphone, two-way audio & siren, 12VDC",476.19,690.48,45,Sensor Security,Surveillance
DS-2CE17D0T-IT5F3.6MM_C,Hikvision Turbo HD 2MP bullet  3.6mm lens   80m IR  12VDC,428.57,621.43,45,Sensor Security,Surveillance
DS-2CE17D0T-LXTS 2.8MM,"Hikvision Turbo HD 2MP bullet, 2.8mm lens, 40m hybrid light, microphone, two-way audio & siren, 12VDC",628.57,911.43,45,Sensor Security,Surveillance
DS-2CE17D0T-LXTS 3.6MM,"Hikvision Turbo HD 2MP bullet, 3.6mm lens, 40m hybrid light, microphone, two-way audio & siren, 12VDC",617.86,895.9,45,Sensor Security,Surveillance
DS-2CE18D0T-LFS 2.8MM,Hikvision Turbo HD 2MP bullet  2.8mm lens 60m hybrid IR/white light microphone 12VDC,439.29,636.97,45,Sensor Security,Surveillance
DS-2CE18D0T-LFS 6MM,Hikvision Turbo HD 2MP bullet  6mm lens 60m hybrid IR/white light microphone 12VDC,415.25,602.11,45,Sensor Security,Surveillance
DS-2CE19D0T-VFIT3F 2.7-13.5MM,Hikvision Turbo HD 2MP bullet  2.7-13.5mm lens  40m IR 12VDC,631.19,915.23,45,Sensor Security,Surveillance
DS-2CE16K0T-LFS 2.8MM,Hikvision Turbo HD 5MP bullet  2.8mm lens 20m hybrid IR/white light 12VDC,445.24,645.6,45,Sensor Security,Surveillance
DS-2CE17K0T-LFS 2.8MM,Hikvision Turbo HD 5MP bullet  2.8mm lens 20m hybrid-light 12VDC,469.48,680.75,45,Sensor Security,Surveillance
DS-2CE17K0T-LFS 3.6MM,Hikvision Turbo HD 5MP bullet  2.8mm lens 40m hybrid IR/white light 12VDC,506.25,734.06,45,Sensor Security,Surveillance
DS-2CE19K0T-LXTSZ 2.7-13.5mm,"Hikvision Turbo HD 5MP bullet, 2.7-13.5mm lens, 60m hybrid-light, strobe-light & siren, two-way audio, 12VDC",1392.79,2019.55,45,Sensor Security,Surveillance
DS-2CE10DF0T-LPFS 2.8MM,Eco-ColorVu  2MP bullet  2.8mm lens 20m illumination  microphone 12VDC,414.29,600.72,45,Sensor Security,Surveillance
DS-2CE10DF0T-LFS 2.8mm,Eco-ColorVu  2MP bullet  2.8mm lens 20m illumination  microphone 12VDC,370.55,537.3,45,Sensor Security,Surveillance
DS-2CE10DF3T-LPFS (2.8MM),ColorVu  2MP plastic bullet  2.8mm lens 20m hybrid-light 130dB WDR  12VDC,643.55,933.15,45,Sensor Security,Surveillance
DS-2CE10DF3T-LFS 3.6MM,Hikvision Turbo HD 2MP bullet  3.6mm lens 20m hybrid-light 130dB WDR  12VDC,593.36,860.37,45,Sensor Security,Surveillance
DS-2CE12DF0T-LFS 2.8MM,"Eco-ColorVu 2MP bullet, 2.8mm lens, 40m hybrid-light, microphone 12VDC",530.95,769.88,45,Sensor Security,Surveillance
DS-2CE12DF0T-LFS 3.6MM,"Eco-ColorVu 2MP bullet, 3.6mm lens, 40m hybrid light, microphone 12VDC",442.89,642.19,45,Sensor Security,Surveillance
DS-2CE12DF3T-LFS 2.8MM,ColorVu  2MP bullet  2.8mm lens 40m hybrid-light 130dB WDR  12VDC,619.99,898.99,45,Sensor Security,Surveillance
DS-2CE12DF3T-LFS 3.6MM,ColorVu  2MP bullet  3.6mm lens 40m hybrid-light 130dB WDR  12VDC,661.65,959.39,45,Sensor Security,Surveillance
DS-2CE10KF0T-LPFS 2.8MM,Eco-ColorVu  5MP plastic bullet  2.8mm lens 20m hybrid-light 12VDC,513.18,744.11,45,Sensor Security,Surveillance
DS-2CE12KF3TP-DLS 180,"ColorVu 3K panoramic bullet, 40m hybrid-light, microphone, 12VDC **Requires HQHI/XT DVR**",1174.79,1703.45,45,Sensor Security,Surveillance
DS-2CE12KF0T-LFS 2.8MM,ColorVu  5MP bullet  2.8mm lens 40m hybrid-light 12VDC,649.4,941.63,45,Sensor Security,Surveillance
DS-2CE12KF3TP-DLS 180,"ColorVu 3K panoramic bullet, 40m hybrid-light, microphone, 12VDC **Requires HQHI/XT DVR**",1174.79,1703.45,45,Sensor Security,Surveillance
DS-2CE76D0T-EXIPF(2.8MM)_C,"Hikvision Turbo HD 2MP plastic turret, 2.8mm lens, 20m IR, 12VDC",170.25,246.86,45,Sensor Security,Surveillance
DS-2CE76D0T-LPFS 2.8MM,Hikvision Turbo HD 2MP plastic turret  2.8mm lens 20m IR/20m white light  microphone  12VDC,303.57,440.18,45,Sensor Security,Surveillance
DS-2CE76D0T-LMFS,Hikvision Turbo HD 2MP hybrid light metal turret 2.8mm lens 20m IR/20m white light  microphone  12VDC,289.68,420.04,45,Sensor Security,Surveillance
DS-2CE76K0T-LMFS 2.8MM,Hikvision Turbo HD hybrid 5MP  turret 2.8mm lens 20m hybrid IR/white light 12VDC,445.24,645.6,45,Sensor Security,Surveillance
DS-2CE78K0T-LFS 2.8MM,Hikvision Turbo HD 5MP turret  2.8mm lens 40m hybrid IR/ 20M white light microphone  12VDC,404.56,586.61,45,Sensor Security,Surveillance
DS-2CE70DF0T-LPFS 2.8MM,Hybrid Eco-ColorVu 2MP plastic turret  2.8mm lens 20m IR/20m white light  12VDC,389.29,564.47,45,Sensor Security,Surveillance
DS-2CE70DF3T-LMFS 2.8MM,ColorVu  2MP dome 2.8mm lens 20m hybrid-light 130dB WDR  12VDC,569.45,825.7,45,Sensor Security,Surveillance
DS-2CE72DF0T-LFS 2.8MM,Eco-ColorVu  2MP turret  2.8mm lens 40m illumination microphone 12VDC,484.52,702.55,45,Sensor Security,Surveillance
DS-2CE72KF3TP-DLS 180,"ColorVu 3K panoramic dome, 40m hybrid-light, microphone, 12VDC **Requires HQHI/XT DVR**",1260.07,1827.1,45,Sensor Security,Surveillance
DS-2CE79D0T-VFIT3F 2.7-13.5MM,Hikvision Turbo HD 2MP turret  2.7-13.5mm lens  40m IR 12VDC,610.62,885.4,45,Sensor Security,Surveillance
DS-2AE4225TI-D_C,Hikvision Turbo HD 2MP PTZ  25x optical zoom   100m IR  120dB WDR  12VDC,3845.8,5576.41,45,Sensor Security,Surveillance
CX-2301A,Analogue noise-cancelling microphone,401.12,581.62,45,Sensor Security,Surveillance
DS-7104HGHI-M1,Eco AcuSense 4ch 720p DVR  1 SATA  10TB  Motion 2.0 false alarm filtering,557.14,807.85,45,Sensor Security,Surveillance
IDS-7104HQHI-M1/S,Eco 4ch 1080p DVR  1 SATA  10TB  Motion 2.0 false alarm filtering,694.1,1006.45,45,Sensor Security,Surveillance
DS-7108HGHI-M1,Eco AcuSense 8ch 720p DVR  1 SATA  10TB  Motion 2.0 false alarm filtering,695.24,1008.1,45,Sensor Security,Surveillance
IDS-7108HQHI-M1/S,Eco AcuSense 8ch 1080p DVR  1 SATA  10TB  Motion 2.0 false alarm filtering,1030.99,1494.94,45,Sensor Security,Surveillance
IDS-7208HQHI-M1/XT,AcuSense 8ch 1080p DVR 1 SATA  12TB supports 2ch facial recognition or 4ch advanced perimeter VCA or 8ch Motion 2.0,1681.49,2438.16,45,Sensor Security,Surveillance
DS-7116HGHI-M1,Eco AcuSense 16ch 720p DVR  1 SATA  10TB  Motion 2.0 false alarm filtering,1295.24,1878.1,45,Sensor Security,Surveillance
iDS-7116HQHI-M1/S,Eco AcuSense 16ch 1080p DVR  1 SATA  10TB  Motion 2.0 false alarm filtering,2022.68,2932.89,45,Sensor Security,Surveillance
IDS-7216HQHI-M2/XT,AcuSense 16ch 1080p DVR 2 SATA 12TB supports 4ch facial recognition or 8ch advanced perimeter VCA or 16ch Motion 2.0,3497.4,5071.23,45,Sensor Security,Surveillance
IDS-7232HQHI-M2/XT,AcuSense 32ch 1080p DVR 2 SATA up to 12TB supports 4ch facial recognition or 8ch advanced perimeter VCA or 32ch Motion 2.0,5609.52,8133.8,45,Sensor Security,Surveillance
IDS-7332HQHI-M4/S,AcuSense 32ch 1080p DVR  4 SATA  10TB  4 audio input  motion 2.0 false alarm filtering  POS overlay support  16/4 alarm IO,7177.83,10407.85,45,Sensor Security,Surveillance
DS-1005KI_C,USB PTZ controller,2631.77,3816.07,45,Sensor Security,Surveillance
DS-2CFS04/4G(2.8mm),"Hikvision 4MP 4G solar AOV camera, microphone and Speaker, 8W Solar Panel and 9000mAh Battery **12month warranty on battery**",1565.48,2269.95,45,Sensor Security,Surveillance
DS-2CFSP4/4G-2.8mm,"Hikvision 4MP 4G solar AOV PT Camera, microphone and speaker, 8W Solar Panel and 9000mAh battery **12month warranty on battery**",1902.38,2758.45,45,Sensor Security,Surveillance
DS-2CD1023G0E-I 2.8MM,Eco 2MP bullet 2.8mm lens 30m IR DWDR 12VDC/POE,833.33,1208.33,45,Sensor Security,Surveillance
DS-2CD2021G0-LIU 2.8MM,Eco 2MP bullet 2.8mm lens 30m hybrid-light 120dB WDR **motion detection VCA only** 12VDC/POE,1038.92,1506.43,45,Sensor Security,Surveillance
DS-2CD2021G0-LIU 4MM,Eco 2MP bullet 4mm lens 30m hybrid-light 120dB WDR **motion detection VCA only** 12VDC/POE,1116.9,1619.51,45,Sensor Security,Surveillance
DS-2CD2041G0-LIU 2.8MM,Eco 4MP bullet  2.8mm lens   30m IR  microphone12VDC/POE,1153.48,1672.55,45,Sensor Security,Surveillance
DS-2CD2041G0-LIU 4MM,Eco 4MP bullet 4mm lens   30m IR  microphone12VDC/POE,1134.88,1645.58,45,Sensor Security,Surveillance
DS-2CV2021G2-IDW,Eco 2MP WiFi bullet 2.8mm lens 30m IR microphone & speaker **Motion detection VCA only** **12VDC only**,760.14,1102.2,45,Sensor Security,Surveillance
DS-2CD2046G2H-I 2.8MM,AcuSense 4MP bullet  2.8mm lens 40m IR 120dB WDR  F1.0 lens 12VDC/POE,1780.2,2581.29,45,Sensor Security,Surveillance
DS-2CD2046G2H-I 4MM,AcuSense 4MP bullet 4mm lens 40m IR 120dB WDR  F1.0 lens 12VDC/POE,1783.81,2586.52,45,Sensor Security,Surveillance
DS-2CD2046G2H-I2U/SL 2.8MM,AcuSense 4MP bullet 2.8mm lens 40m IR  120dB WDR   dual-microphone  built-in strobe-light & siren 12VDC/POE,1985.13,2878.44,45,Sensor Security,Surveillance
DS-2CD2086G2H-I 2.8MM,AcuSense 8MP bullet 2.8mm lens 40m IR  120dB WDR 12VDC/POE,2665.48,3864.95,45,Sensor Security,Surveillance
DS-2CD2T26G2-ISU/SL4mm_C,AcuSense 2MP bullet  4mm lens   60m IR  120dB WDR  microphone  1 audio/ 1 alarm I/O  built-in strobe-light & siren 12VDC/POE,2096.76,3040.3,45,Sensor Security,Surveillance
DS-2CD2T26G2-ISU/SL6mm_C,AcuSense 2MP bullet  6mm lens   60m IR  120dB WDR  microphone  1 audio/ 1 alarm I/O  built-in strobe-light & siren 12VDC/POE,2079.48,3015.25,45,Sensor Security,Surveillance
DS-2CD2T46G2H-2I 2.8MM,AcuSense 4MP bullet 2.8mm lens 60m IR 120dB WDR F1.0 lens 12VDC/POE,2074.49,3008.01,45,Sensor Security,Surveillance
DS-2CD2T46G2H-2I 4MM,AcuSense 4MP bullet 4mm lens 60m IR 120dB WDR F1.0 lens 12VDC/POE,2303.57,3340.18,45,Sensor Security,Surveillance
DS-2CD2T46G2-ISU/SL_C,AcuSense 4MP bullet  6mm lens   60m IR  120dB WDR  microphone  1 audio/ 1 alarm I/O  built-in strobe-light & siren 12VDC/POE,2191.95,3178.33,45,Sensor Security,Surveillance
DS-2CD2T46G2H-IS2U/SL(2.8mm),AcuSense 4MP bullet 2.8mm lens 60m IR 120dB WDR F1.0 lens arrayed microphones built-in strobe-light & siren 12VDC/POE,2293.68,3325.84,45,Sensor Security,Surveillance
DS-2CD2T46G2H-IS2U/SL(4mm),AcuSense 4MP bullet 4mm lens 60m IR 120dB WDR F1.0 lens arrayed microphones built-in strobe-light & siren 12VDC/POE,2325.81,3372.42,45,Sensor Security,Surveillance
DS-2CD2T26G2-4I (6MM)_C,AcuSense 2MP bullet  6mm lens   80m IR  120dB WDR 12VDC/POE,1940.92,2814.33,45,Sensor Security,Surveillance
DS-2CD2T46G2-4I 6MM_C,AcuSense 4MP bullet  6mm lens   80m IR  120dB WDR 12VDC/POE,2028.93,2941.95,45,Sensor Security,Surveillance
DS-2CD2T46G2H-4I 2.8MM,AcuSense 4MP bullet 4mm lens 80m IR 120dB WDR F1.0 lens 12VDC/POE,2208.74,3202.67,45,Sensor Security,Surveillance
DS-2CD2T46G2H-4I 4MM,AcuSense 4MP bullet 4mm lens 80m IR 120dB WDR F1.0 lens 12VDC/POE,2164.01,3137.81,45,Sensor Security,Surveillance
iDS-2CD5T47G2/V-XHSY-4MM,"Hikvision DeepInViewX 4MP bullet, 80m hybrid-light, large AI model analytics with extended range & accuracy, 12VDC/POE",7234.52,10490.05,45,Sensor Security,Surveillance
DS-2CD2T46G2P-ISU/SL 2.8MM,AcuSense 4MP bullet 2.8mm lens   40m illumination  120dB WDR   microphone  2 audio/ 1 alarm I/O  built-in strobe-light & siren 12VDC/POE,3094.05,4486.37,45,Sensor Security,Surveillance
DS-2XC6047G0-LS 2.8mm,Hikvision 4MP ColorVu anti-corrosion poly-carbonate camera 40m illumination HEOP support 1 audio & alarm IO 9-36VDC/POE,3119.5,4523.27,45,Sensor Security,Surveillance
DS-2CD2047G2H-LI 2.8MM,ColorVu 4MP bullet 2.8mm lens 40m hybrid-light 130dB WDR 12VDC/POE,1941.89,2815.74,45,Sensor Security,Surveillance
DS-2CD2047G2H-LI 4MM,ColorVu 4MP bullet 4mm lens 40m hybrid-light 130dB WDR 12VDC/POE,1950.17,2827.75,45,Sensor Security,Surveillance
DS-2CD2047G3-LIY 2.8MM,ColorVu 4MP bullet 2.8mm lens 40m hybrid- light 130dB WDR 12VDC/POE,2334.1,3384.44,45,Sensor Security,Surveillance
DS-2CD2047G3-LIY 4MM,ColorVu 4MP bullet 4mm lens 40m hybrid-light 130dB WDR 12VDC/POE,2336.23,3387.53,45,Sensor Security,Surveillance
DS-2CD2047G3-LI2UY-2.8MM,"ColorVu 4MP bullet, 2.8mm lens, 40m hybrid- light, 130dB WDR, array microphone, 12VDC/POE",2457.14,3562.85,45,Sensor Security,Surveillance
DS-2CD2087G3-LIY 2.8MM,ColorVu 8MP bullet 2.8mm lens 40m IR  120dB WDR 12VDC/POE,2990.62,4336.4,45,Sensor Security,Surveillance
DS-2CD2T47G2H-LI 2.8MM,Hybrid ColorVu 4MP bullet 2.8mm lens 60m hybrid IR/white light 130dB WDR 12VDC/POE,2497.4,3621.23,45,Sensor Security,Surveillance
DS-2CD2T47G2H-LI 4MM,Hybrid ColorVu 4MP bullet 4mm lens 60m hybrid IR/white light 130dB WDR 12VDC/POE,2552.81,3701.57,45,Sensor Security,Surveillance
DS-2CD2T47G3-LIY 2.8MM,"ColorVu 4MP bullet, 2.8mm lens, 60m hybrid-light, 130dB WDR, 12VDC/POE",2802.17,4063.15,45,Sensor Security,Surveillance
DS-2CD2T47G3-LIY 4MM,"ColorVu 4MP bullet, 4mm lens, 60m hybrid-light, 130dB WDR, 12VDC/POE",2955.88,4286.03,45,Sensor Security,Surveillance
DS-2CD2T47G3-LIS2UY/SL-2.8mm,"Hikvision ColorVu 4MP bullet, 2.8mm lens, 60m hybrid-light, 130dB WDR,dual-microphone, strobe-light & siren, 12VDC/POE",3269.05,4740.12,45,Sensor Security,Surveillance
DS-2CD2T47G3-LIS2UY/SL 4mm,"Hikvision ColorVu 4MP bullet, 4mm lens, 60m hybrid-light, 130dB WDR,dual-microphone, strobe-light & siren, 12VDC/POE",3269.05,4740.12,45,Sensor Security,Surveillance
DS-2CD2387G2P-LSU/SL,ColorVu 8MP turret  4mm lens   30m illumination  130dB WDR   microphone  1 audio/ 1 alarm I/O  built-in strobe-light & siren 12VDC/POE,4096.12,5939.37,45,Sensor Security,Surveillance
DS-2CD2T87G2P-LSU/SL(C),ColorVu 8MP bullet  4mm lens   40m illumination  130dB WDR   microphone  1 audio/ 1 alarm I/O  built-in strobe-light & siren 12VDC/POE,4790.48,6946.2,45,Sensor Security,Surveillance
DS-2CD2641G0-LIZSU(2.8-12mm),Eco 4MP VF bullet 2.8mm-12mm lens 50m IR microphone 12VDC/POE,2302.33,3338.38,45,Sensor Security,Surveillance
DS-2CD2626G2-IZS (2.8-12)_C,AcuSense 2MP bullet  2.8-12mm lens   60m IR  120dB WDR  1 audio/ 1 alarm I/O 12VDC/POE,3265.18,4734.51,45,Sensor Security,Surveillance
DS-2CD2646G2HT-IZS(2.8-12mm),AcuSense 4MP bullet  2.8-12mm lens  up to 60m IR  120dB WDR  1 audio/ 1 alarm I/O 12VDC/POE,3568.38,5174.15,45,Sensor Security,Surveillance
iDS-2CD7A46G2/P-IZHS 2.8-12MM,"ANPR 4MP bullet, 2.8-12mm lens, 50m IR, 140dB WDR, 12VDC/POE",7217.62,10465.55,45,Sensor Security,Surveillance
IDS-2CD7A46G0/P-IZHS(SA)(8-32MM)(RSA)_C,ANPR 4MP bullet  8-32mm lens   100m IR  140dB WDR   2 alarm I/O 12VDC/POE,7239.75,10497.64,45,Sensor Security,Surveillance
IDS-2CD7A46G2/P-IZHSY 6-132MM,ANPR 4MP bullet 6-132mm lens  200m IR  140dB WDR   2 alarm I/O 12VDC/POE,10310.26,14949.88,45,Sensor Security,Surveillance
iDS-TCM403-BI(G)/POE/1050,"Intelligent Traffic series ANPR 4MP bullet 10-50mm lens 50m IR 140dB WDR 12VDC/POE Smart Traffic Analytics supported: Traffic flow detection?Average speed, traffic flow, queuing length, and traffic status

Incident detection: congestion, stopped vehicle, lane change, wrong-way driving, speeding, low-speed driving",8205.82,11898.44,45,Sensor Security,Surveillance
DS-2CD2346G2H-IU 2.8MM,AcuSense 4MP turret  2.8mm lens 40m IR 120dB WDR  F1.0 lens microphone 12VDC/POE,2033.46,2948.52,45,Sensor Security,Surveillance
DS-2CD2346G2H-IS2U/SL 2.8MM,"AcuSense 4MP turret, 2.8mm lens, 30m IR, 120dB WDR, array-microphones, built-in strobe-light & siren, 12VDC/POE",2101.69,3047.45,45,Sensor Security,Surveillance
DS-2CD2146G2H-I 2.8MM,AcuSense 4MP dome 2.8mm lens 30m IR 120dB WDR F1.0 lens 12VDC/POE,1804.86,2617.05,45,Sensor Security,Surveillance
DS-2CD2146G2H-ISU 2.8MM,AcuSense 4MP dome 2.8mm lens 30m IR 120dB WDR F1.0 lens microphone 2 audio/ 1 alarm I/O  12VDC/POE,1932.04,2801.46,45,Sensor Security,Surveillance
DS-2CD2146G2H-ISU 4MM,AcuSense 4MP dome 4mm lens 30m IR 120dB WDR F1.0 lens microphone 2 audio/ 1 alarm I/O  12VDC/POE,1995.29,2893.17,45,Sensor Security,Surveillance
DS-2CD2186G2H-ISU 2.8MM,AcuSense 8MP dome F1.0 2.8mm lens30m IR  120dB WDR microphone 1 audio/ 1 alarm I/O 12VDC/POE,2491.32,3612.41,45,Sensor Security,Surveillance
DS-2CD2546G2-IS(2.8MM)_C,AcuSense 4MP dome 2.8mm lens 10m IR 120dB WDR  microphone  2 audio/ 1 alarm I/O 12VDC/POE,2167.54,3142.93,45,Sensor Security,Surveillance
DS-2CD2147G3-LIS2UY 2.8MM,"ColorVu 4MP dome, 2.8mm lens, 30m hybrid-light, 130dB WDR, array-microphone, alarm & audio IO, 12VDC/POE",2454.8,3559.46,45,Sensor Security,Surveillance
DS-2CD2187G3-LIS2UY 2.8MM,"ColorVu 8MP dome,2.8mm lens,30m hybrid-light, 130dB WDR, array-microphone, alarm & audio IO, 12VDC/POE",3333.6,4833.72,45,Sensor Security,Surveillance
DS-2CD2347G2H-LI 2.8MM,ColorVu 4MP turret  2.8mm lens 40m hybrid-light 130dB WDR  12VDC/POE,2222.62,3222.8,45,Sensor Security,Surveillance
DS-2CD2347G2H-LIU 2.8MM,Hybrid ColorVu 4MP turret 2.8mm lens 40m hybrid IR/white light 130dB WDR microphone 12VDC/POE,2511.9,3642.26,45,Sensor Security,Surveillance
DS-2CD2347G2H-LISU/SL 2.8MM,ColorVu 4MP turret 2.8mm lens 30m hybrid-light 130dB WDR microphone  1 audio/ 1 alarm I/O  built-in strobe-light & siren 12VDC/POE,2455.56,3560.56,45,Sensor Security,Surveillance
DS-2CD2347G3-LI2UY (2.8mm),"ColorVu 4MP turret, 2.8mm lens, 30m hybrid-light, 130dB WDR, array-microphone, 12VDC/POE",2794.05,4051.37,45,Sensor Security,Surveillance
DS-2CD2347G3-LI2UY (4mm),"ColorVu 4MP turret, 4mm lens, 30m hybrid-light, 130dB WDR, array-microphone, 12VDC/POE",2794.05,4051.37,45,Sensor Security,Surveillance
DS-2CD2347G3-LIS2UY/SL (2.8mm),"ColorVu 4MP turret, 2.8mm lens, 30m hybrid-light, 130dB WDR, array-microphone, strobe-light & siren, 12VDC/POE",2915.4,4227.33,45,Sensor Security,Surveillance
DS-2CD2387G3-LIS2UY/SL2.8mm,"ColorVu 8MP turret, 2.8mm lens, 30m hybrid-light, 130dB WDR, array microphone, alarm & audio IO, strobe-light & siren, 12VDC/POE",3364.06,4877.89,45,Sensor Security,Surveillance
DS-2CD1123G0E-I 2.8MM,Eco 2MP dome 2.8mm lens 30m IR DWDR 12VDC/POE,844.24,1224.15,45,Sensor Security,Surveillance
DS-2CD2121G0-LIU 2.8MM,"Eco 2MP dome, 2.8mm lens, 30m hybrid-light, MD 2.0 with firmware update, microphone, 12VDC/POE",1045.75,1516.34,45,Sensor Security,Surveillance
DS-2CD2141G0-LIU 2.8MM,Eco 4MP dome  2.8mm lens 30m hybrid IR/white light microphone 12VDC/POE,1131.23,1640.28,45,Sensor Security,Surveillance
DS-2CD2141G0-LIU (4mm),"Eco 4MP dome, 4mm lens, 30m hybrid-light,MD 2.0 with firmware update, microphone, 12VDC/POE",1248.81,1810.77,45,Sensor Security,Surveillance
DS-2CD2741G0-LIZSU 2.8-12mm,Eco 4MP VF dome 2.8mm-12mm lens 50m IR microphone 12VDC/POE,2389.2,3464.34,45,Sensor Security,Surveillance
DS-2CD2726G2-IZS_C,AcuSense 2MP dome  2.8-12mm lens   40m IR  120dB WDR 12VDC/POE,3026.71,4388.73,45,Sensor Security,Surveillance
DS-2CD2746G2H-IPTRZS 2.8-12mm,AcuSense 4MP Pan/Tilt/Rotate dome 2.8-12mm lens 40m IR 120dB WDR 12VDC/POE,3503.79,5080.5,45,Sensor Security,Surveillance
DS-2CD3956G2-ISU(1.05mm),Hikvision 5 MP AcuSense Fisheye Network Camera 1.05mm,3072.77,4455.52,45,Sensor Security,Surveillance
DS-2CD6365G1-IVS 1.16MM,6MP fisheye camera  15m IR intersection/heatmap/people counting VCA 12VDC/POE,7760.73,11253.06,45,Sensor Security,Surveillance
DS-2CD2D25G1-D/NF,2MP pinhole  3.7mm lens   120dB WDR  1 audio I/O  12VDC ONLY,1480.38,2146.55,45,Sensor Security,Surveillance
DS-2CD6425G1-20 (3.7MM),Special series 2MP pinhole  3.7mm lens  120dB WDR  1 audio/ 1 alarm I/O 12VDC/POE - 8m cable,3883.14,5630.55,45,Sensor Security,Surveillance
AE-DC2018-K2,2MP dashcam built-in mic WiFi  managed through HikDashcam app,700.0,1015.0,45,Sensor Security,Surveillance
AE-DC5013-F6,"5MP dashcam,  G-sensor, F1.6 low-light lens",1451.19,2104.23,45,Sensor Security,Surveillance
AE-DC4328-K5(2CH),"2-ch dashcam, 2K front sensor, 2MP rear sensor, 3"" touchscreen,G-sensor",1797.62,2606.55,45,Sensor Security,Surveillance
DS-2DE2C200MWG-E 2.8MM,2MP 2.8mm PT camera 30m hybrid-light auto-track lite microphone+speaker motion 2.0 VCA 12VDC/POE - No adapter included**,812.05,1177.47,45,Sensor Security,Surveillance
DS-2DE2C200IWG/W(2.8mm)(W)(O-STD)/EU,2MP 2.8mm WiFI PT camera 30m hybrid-light auto-track lite microphone+speaker motion 2.0 VCA **12VDC ONLY - No adapter included**,1062.5,1540.62,45,Sensor Security,Surveillance
DS-2DE2C400MWG-E 2.8MM,4MP 2.8mm PT camera 30m hybrid-light auto-track lite microphone+speaker motion 2.0 VCA 12VDC/POE  - No adapter included**,945.24,1370.6,45,Sensor Security,Surveillance
DS-2DE2C400IWG/W,4MP 2.8mm WiFI PT camera 30m hybrid-light auto-track lite microphone+speaker motion 2.0 VCA **12VDC ONLY - No adapter included**,984.52,1427.55,45,Sensor Security,Surveillance
DS-2DE4225IW-DE(T5)_C,2MP PTZ  25x optical zoom 100m IR  AcuSense VCA 120dB WDR  12VDC/POE+,6047.2,8768.44,45,Sensor Security,Surveillance
DS-2DE5425IWG-E(B),4MP PTZ  25x optical zoom 150m IR  AcuSense VCA 120dB WDR  24VAC/POE+,6916.06,10028.29,45,Sensor Security,Surveillance
DS-2SE4C225MWG-E (12F0),TandemVu 2MP PTZ  25x optical zoom 100m IR 120dB WDR 2MP ColorVu bullet 30m white-light 12VDC/POE+,6236.07,9042.3,45,Sensor Security,Surveillance
DS-2SE4C425MWG-E(14F0),TandemVu 4MP PTZ  25x optical zoom 100m IR 120dB WDR 4MP ColorVu bullet channel with 30m illumination 12VDC/POE+,6532.73,9472.46,45,Sensor Security,Surveillance
DS-2SE7C425MWG-EB/26(F0),TandemVu 4MP PTZ 25x optical zoom 6MP panoramic channel 200m IR Smart tracking  built-in strobe-light & siren 24VAC/Hi-POE,11405.33,16537.73,45,Sensor Security,Surveillance
DS-2DF8225IX-AEL(T5)_C,Ultra Series 2MP PTZ  25x optical zoom   400m IR  140dB WDR  Smart tracking  Perimeter protection VCA  24VAC/Hi-POE,19739.43,28622.17,45,Sensor Security,Surveillance
DS-2DF8C442IXG1-EL,Ultra Series 4MP PTZ  42x optical zoom 400m IR  140dB WDR  Smart tracking  Perimeter protection VCA  24VAC/Hi-POE,28833.33,41808.33,45,Sensor Security,Surveillance
POW-302A,7A 24VAC PSU for Hikvision 24VAC-36VAC PTZ models,475.0,688.75,45,Sensor Security,Surveillance
DS-2SF8C425MXS-DL(14F1)(P3),TandemVu 2MP PTZ 25x optical zoom 4MP panoramic channel 400m IR Smart tracking  built-in strobe-light & siren 24VAC/Hi-POE,23450.15,34002.72,45,Sensor Security,Surveillance
DS-2SF8C425MXG-ELW/26(F0),TandemVu 4MP PTZ 25x optical zoom 6MP panoramic channel 400m IR Smart tracking  built-in strobe-light & siren 24VAC/Hi-POE,29795.24,43203.1,45,Sensor Security,Surveillance
DS-2TD2608-2/QA,Heatpro bi-spectrum bullet 2mm thermal lens  6mm optical lens  up to 30m IR AcuSense VCA 12VDC/POE,3952.07,5730.5,45,Sensor Security,Surveillance
DS-2TD1228-3/QA,"Heatpro bi-spectrum dome, 3mm thermal lens, 4mm optical lens, 15m IR, 12VDC/POE",6814.11,9880.46,45,Sensor Security,Surveillance
